last_updated_price,Price,Station,Area,Thanks
2024-06-06 00:40:43,6.69,"('Chevron', '90 Cisco Rd & I-80')",Cisco Grove,"('DataFeed', ' 7 hours ago')"
2024-06-06 00:40:43,6.59,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('bigbakey', ' 10 hours ago')"
2024-06-06 00:40:43,6.59,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 6 hours ago')"
2024-06-06 00:40:43,6.49,"('Shell', '300 W River Rd & Fairway Dr')",Tahoe City,"('DataFeed', ' 13 hours ago')"
2024-06-06 00:40:43,6.49,"('Shell', '12105 Donner Pass Rd & I-80')",Truckee,"('DataFeed', ' 4 hours ago')"
2024-06-06 00:40:43,6.49,"('Shell', '10278 CA-89 S & Deerfield Rd')",Truckee,"('DataFeed', ' 3 hours ago')"
2024-06-06 00:40:43,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DJRlaw', ' 20 hours ago')"
2024-06-06 00:40:43,6.39,"('Chevron', '1496 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 3 hours ago')"
2024-06-06 00:40:43,6.29,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 17 hours ago')"
2024-06-06 00:40:43,6.29,"('Fast Lane', '11991 CA-267 near Brockway Rd')",Truckee,"('DataFeed', ' 10 hours ago')"
2024-06-06 00:40:43,6.19,"('Beacon', '10009 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 17 hours ago')"
2024-06-06 00:40:43,6.19,"('Shell', '2525 Lake Tahoe Blvd & Silver Dollar Ave')",South Lake Tahoe,"('DataFeed', ' 5 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 03:42:39,3.85,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('DAVEFMCC', ' 11 hours ago')"
2024-06-06 03:42:39,3.85,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 11 hours ago')"
2024-06-06 03:42:39,3.88,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('Buddy_akt39km5', ' 13 hours ago')"
2024-06-06 03:42:39,3.93,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('DragonQueen007', ' 12 hours ago')"
2024-06-06 03:42:39,3.95,"('Fast Stop Mini Mart #2', '3101 S Market St & Grange St')",Redding,"('Ixidorim', ' 2 hours ago')"
2024-06-06 03:42:39,3.95,"('Patriot', '3440 S Market St near Veda St')",Redding,"('Ixidorim', ' 2 hours ago')"
2024-06-06 03:42:39,3.95,"('Costco', '4805 Bechelli LN near S Bonnyview Rd')",Redding,"('AZChryss2016', ' 8 hours ago')"
2024-06-06 03:42:39,3.95,"('EZ Trip Travel Center', '6639 N Parkway Dr & W Herndon Ave')",Fresno - NW,"('Buddy_m2cbctmt', ' 9 hours ago')"
2024-06-06 03:42:39,3.95,"('EZ Trip', '2171 W Shaw Ave & N Crystal Ave')",Fresno - NW,"('Johnny6496', ' 13 hours ago')"
2024-06-06 03:42:39,3.99,"('Costco', '2270 Clovis Ave & Santa Ana Ave')",Clovis,"('srjsr', ' 7 hours ago')"
2024-06-06 03:42:39,3.99,"('Costco', '520 N Lone Hill Ave & W Gladstone St')",San Dimas,"('leoychen', ' 8 hours ago')"
2024-06-06 03:42:39,3.99,"('Foxxy Gasoline', '2620 Old 1st St & Junction Ave')",Livermore,"('alvaro_77', ' 1 hour ago')"
2024-06-06 03:42:39,3.99,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('greycherry', ' 5 hours ago')"
2024-06-06 03:42:39,3.99,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('SilverFoxEZ', ' 6 hours ago')"
2024-06-06 03:42:39,3.99,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('sandyshelton71', ' 7 hours ago')"
2024-06-06 03:42:39,8.55,"('Chevron', '31251 Goffs Rd & Fenner St')",Essex,"('moajots', ' 5 hours ago')"
2024-06-06 03:42:39,6.99,"('Chevron', '51557 US-395 & 1st St')",Lee Vining,"('LESDEB', ' 15 hours ago')"
2024-06-06 03:42:39,6.79,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 11 hours ago')"
2024-06-06 03:42:39,6.69,"('Chevron', '90 Cisco Rd & I-80')",Cisco Grove,"('DataFeed', ' 10 hours ago')"
2024-06-06 03:42:39,6.59,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('bigbakey', ' 13 hours ago')"
2024-06-06 03:42:39,6.59,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 9 hours ago')"
2024-06-06 03:42:39,6.49,"('Shell', '300 W River Rd & Fairway Dr')",Tahoe City,"('DataFeed', ' 17 hours ago')"
2024-06-06 03:42:39,6.49,"('Shell', '12105 Donner Pass Rd & I-80')",Truckee,"('DataFeed', ' 8 hours ago')"
2024-06-06 03:42:39,6.49,"('Shell', '10278 CA-89 S & Deerfield Rd')",Truckee,"('DataFeed', ' 6 hours ago')"
2024-06-06 03:42:39,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DJRlaw', ' 23 hours ago')"
2024-06-06 03:42:39,6.39,"('Chevron', '1496 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 6 hours ago')"
2024-06-06 03:42:39,6.29,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 20 hours ago')"
2024-06-06 03:42:39,6.29,"('Fast Lane', '11991 CA-267 near Brockway Rd')",Truckee,"('DataFeed', ' 13 hours ago')"
2024-06-06 03:42:39,6.19,"('Beacon', '10009 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 20 hours ago')"
2024-06-06 03:42:39,6.19,"('Shell', '2525 Lake Tahoe Blvd & Silver Dollar Ave')",South Lake Tahoe,"('DataFeed', ' 8 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 11:39:14,3.81,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,3.83,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('Stevie_b36', ' 1 hour ago')"
2024-06-06 11:39:14,3.85,"('EZ Trip', '2171 W Shaw Ave & N Crystal Ave')",Fresno - NW,"('willies4036', ' 3 hours ago')"
2024-06-06 11:39:14,3.85,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 19 hours ago')"
2024-06-06 11:39:14,3.91,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,3.95,"('Fast Stop Mini Mart #2', '3101 S Market St & Grange St')",Redding,"('Ixidorim', ' 10 hours ago')"
2024-06-06 11:39:14,3.95,"('Patriot', '3440 S Market St near Veda St')",Redding,"('Ixidorim', ' 10 hours ago')"
2024-06-06 11:39:14,3.95,"('Costco', '4805 Bechelli LN near S Bonnyview Rd')",Redding,"('AZChryss2016', ' 16 hours ago')"
2024-06-06 11:39:14,3.95,"('EZ Trip Travel Center', '6639 N Parkway Dr & W Herndon Ave')",Fresno - NW,"('Buddy_m2cbctmt', ' 17 hours ago')"
2024-06-06 11:39:14,3.99,"('Costco', '4500 W Shaw Ave & N Blythe Ave')",Fresno - NW,"('Buddy_z8yndtg2', ' 3 hours ago')"
2024-06-06 11:39:14,3.99,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,3.99,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,3.99,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,3.99,"('Diamond Gas & Mart', '4904 Southfront Rd & Southfront Ln')",Livermore,"('Gasreportr', ' 1 hour ago')"
2024-06-06 11:39:14,3.99,"('FUEL UP!', '16090 Arrow Blvd & Citrus Ave')",Fontana,"('jaileenejmnz', ' 2 hours ago')"
2024-06-06 11:39:14,8.55,"('Chevron', '31251 Goffs Rd & Fenner St')",Essex,"('moajots', ' 12 hours ago')"
2024-06-06 11:39:14,6.99,"('Chevron', '51557 US-395 & 1st St')",Lee Vining,"('LESDEB', ' 23 hours ago')"
2024-06-06 11:39:14,6.99,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 4 hours ago')"
2024-06-06 11:39:14,6.79,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 19 hours ago')"
2024-06-06 11:39:14,6.69,"('Chevron', '90 Cisco Rd & I-80')",Cisco Grove,"('DataFeed', ' 18 hours ago')"
2024-06-06 11:39:14,6.59,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 6 hours ago')"
2024-06-06 11:39:14,6.59,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,6.49,"('Shell', '300 W River Rd & Fairway Dr')",Tahoe City,"('DataFeed', ' 24 hours ago')"
2024-06-06 11:39:14,6.49,"('Shell', '12105 Donner Pass Rd & I-80')",Truckee,"('DataFeed', ' 15 hours ago')"
2024-06-06 11:39:14,6.49,"('Shell', '10278 CA-89 S & Deerfield Rd')",Truckee,"('B3nz53o', ' 3 hours ago')"
2024-06-06 11:39:14,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DJRlaw', ' 31 hours ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '1496 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 14 hours ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '8369 N Lake Blvd  near Bear St')",Kings Beach,"('DataFeed', ' 5 hours ago')"
2024-06-06 11:39:14,6.29,"('Fast Lane', '11991 CA-267 near Brockway Rd')",Truckee,"('DataFeed', ' 21 hours ago')"
2024-06-06 11:39:14,6.29,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 1 hour ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:36:19,3.81,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:36:19,3.83,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:36:19,3.85,"('EZ Trip', '2171 W Shaw Ave & N Crystal Ave')",Fresno - NW,"('willies4036', ' 4 hours ago')"
2024-06-06 13:36:19,3.85,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:36:19,3.91,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:36:19,3.95,"('Fast Stop Mini Mart #2', '3101 S Market St & Grange St')",Redding,"('tjsgas1', ' 1 hour ago')"
2024-06-06 13:36:19,3.95,"('Costco', '4805 Bechelli LN near S Bonnyview Rd')",Redding,"('shastadream', ' 1 hour ago')"
2024-06-06 13:36:19,3.95,"('Patriot', '3440 S Market St near Veda St')",Redding,"('Ixidorim', ' 12 hours ago')"
2024-06-06 13:36:19,3.95,"('EZ Trip Travel Center', '6639 N Parkway Dr & W Herndon Ave')",Fresno - NW,"('Buddy_m2cbctmt', ' 19 hours ago')"
2024-06-06 13:36:19,3.97,"('Sinclair', '1014 E Bullard Ave & N 1st St')",Fresno - NE,"('breannademello', ' 2 hours ago')"
2024-06-06 13:36:19,3.99,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:36:19,3.99,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 13:36:19,3.99,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:36:19,3.99,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:36:19,3.99,"('Fuel Mart', '1020 E Shaw Ave & N First St')",Fresno - NE,"('benjaminfresno', ' 1 hour ago')"
2024-06-06 13:36:19,8.55,"('Chevron', '31251 Goffs Rd & Fenner St')",Essex,"('moajots', ' 14 hours ago')"
2024-06-06 13:36:19,6.99,"('Chevron', '51557 US-395 & 1st St')",Lee Vining,"('LESDEB', ' 24 hours ago')"
2024-06-06 13:36:19,6.99,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:36:19,6.79,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:36:19,6.69,"('Chevron', '90 Cisco Rd & I-80')",Cisco Grove,"('DataFeed', ' 20 hours ago')"
2024-06-06 13:36:19,6.59,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:36:19,6.59,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 1 hour ago')"
2024-06-06 13:36:19,6.49,"('Shell', '300 W River Rd & Fairway Dr')",Tahoe City,"('DataFeed', ' 26 hours ago')"
2024-06-06 13:36:19,6.49,"('Shell', '12105 Donner Pass Rd & I-80')",Truckee,"('DataFeed', ' 17 hours ago')"
2024-06-06 13:36:19,6.49,"('Shell', '10278 CA-89 S & Deerfield Rd')",Truckee,"('B3nz53o', ' 5 hours ago')"
2024-06-06 13:36:19,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DJRlaw', ' 33 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '1496 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 16 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '8369 N Lake Blvd  near Bear St')",Kings Beach,"('DataFeed', ' 7 hours ago')"
2024-06-06 13:36:19,6.29,"('Fast Lane', '11991 CA-267 near Brockway Rd')",Truckee,"('DataFeed', ' 23 hours ago')"
2024-06-06 13:36:19,6.29,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 4 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:38:07,3.81,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:38:07,3.83,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:38:07,3.85,"('EZ Trip', '2171 W Shaw Ave & N Crystal Ave')",Fresno - NW,"('willies4036', ' 5 hours ago')"
2024-06-06 13:38:07,3.85,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:38:07,3.91,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:38:07,3.95,"('Fast Stop Mini Mart #2', '3101 S Market St & Grange St')",Redding,"('tjsgas1', ' 1 hour ago')"
2024-06-06 13:38:07,3.95,"('Costco', '4805 Bechelli LN near S Bonnyview Rd')",Redding,"('shastadream', ' 1 hour ago')"
2024-06-06 13:38:07,3.95,"('Patriot', '3440 S Market St near Veda St')",Redding,"('Ixidorim', ' 12 hours ago')"
2024-06-06 13:38:07,3.95,"('EZ Trip Travel Center', '6639 N Parkway Dr & W Herndon Ave')",Fresno - NW,"('Buddy_m2cbctmt', ' 19 hours ago')"
2024-06-06 13:38:07,3.97,"('Sinclair', '1014 E Bullard Ave & N 1st St')",Fresno - NE,"('breannademello', ' 2 hours ago')"
2024-06-06 13:38:07,3.99,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:38:07,3.99,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 13:38:07,3.99,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:38:07,3.99,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:38:07,3.99,"('Fuel Mart', '1020 E Shaw Ave & N First St')",Fresno - NE,"('benjaminfresno', ' 1 hour ago')"
2024-06-06 13:38:07,8.55,"('Chevron', '31251 Goffs Rd & Fenner St')",Essex,"('moajots', ' 14 hours ago')"
2024-06-06 13:38:07,6.99,"('Chevron', '51557 US-395 & 1st St')",Lee Vining,"('LESDEB', ' 25 hours ago')"
2024-06-06 13:38:07,6.99,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:38:07,6.79,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:38:07,6.69,"('Chevron', '90 Cisco Rd & I-80')",Cisco Grove,"('DataFeed', ' 20 hours ago')"
2024-06-06 13:38:07,6.59,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:38:07,6.59,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 2 hours ago')"
2024-06-06 13:38:07,6.49,"('Shell', '300 W River Rd & Fairway Dr')",Tahoe City,"('DataFeed', ' 26 hours ago')"
2024-06-06 13:38:07,6.49,"('Shell', '12105 Donner Pass Rd & I-80')",Truckee,"('DataFeed', ' 17 hours ago')"
2024-06-06 13:38:07,6.49,"('Shell', '10278 CA-89 S & Deerfield Rd')",Truckee,"('B3nz53o', ' 5 hours ago')"
2024-06-06 13:38:07,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DJRlaw', ' 33 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '1496 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 16 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '8369 N Lake Blvd  near Bear St')",Kings Beach,"('DataFeed', ' 7 hours ago')"
2024-06-06 13:38:07,6.29,"('Fast Lane', '11991 CA-267 near Brockway Rd')",Truckee,"('DataFeed', ' 23 hours ago')"
2024-06-06 13:38:07,6.29,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 4 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:39:04,3.81,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:39:04,3.83,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:39:04,3.85,"('EZ Trip', '2171 W Shaw Ave & N Crystal Ave')",Fresno - NW,"('willies4036', ' 5 hours ago')"
2024-06-06 13:39:04,3.85,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:39:04,3.91,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:39:04,3.95,"('Fast Stop Mini Mart #2', '3101 S Market St & Grange St')",Redding,"('tjsgas1', ' 1 hour ago')"
2024-06-06 13:39:04,3.95,"('Costco', '4805 Bechelli LN near S Bonnyview Rd')",Redding,"('shastadream', ' 1 hour ago')"
2024-06-06 13:39:04,3.95,"('Patriot', '3440 S Market St near Veda St')",Redding,"('Ixidorim', ' 12 hours ago')"
2024-06-06 13:39:04,3.95,"('EZ Trip Travel Center', '6639 N Parkway Dr & W Herndon Ave')",Fresno - NW,"('Buddy_m2cbctmt', ' 19 hours ago')"
2024-06-06 13:39:04,3.97,"('Sinclair', '1014 E Bullard Ave & N 1st St')",Fresno - NE,"('breannademello', ' 2 hours ago')"
2024-06-06 13:39:04,3.99,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:39:04,3.99,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 13:39:04,3.99,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:39:04,3.99,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:39:04,3.99,"('Fuel Mart', '1020 E Shaw Ave & N First St')",Fresno - NE,"('benjaminfresno', ' 1 hour ago')"
2024-06-06 13:39:04,8.55,"('Chevron', '31251 Goffs Rd & Fenner St')",Essex,"('moajots', ' 14 hours ago')"
2024-06-06 13:39:04,6.99,"('Chevron', '51557 US-395 & 1st St')",Lee Vining,"('LESDEB', ' 25 hours ago')"
2024-06-06 13:39:04,6.99,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:39:04,6.79,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:39:04,6.69,"('Chevron', '90 Cisco Rd & I-80')",Cisco Grove,"('DataFeed', ' 20 hours ago')"
2024-06-06 13:39:04,6.59,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:39:04,6.59,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 2 hours ago')"
2024-06-06 13:39:04,6.49,"('Shell', '300 W River Rd & Fairway Dr')",Tahoe City,"('DataFeed', ' 26 hours ago')"
2024-06-06 13:39:04,6.49,"('Shell', '12105 Donner Pass Rd & I-80')",Truckee,"('DataFeed', ' 17 hours ago')"
2024-06-06 13:39:04,6.49,"('Shell', '10278 CA-89 S & Deerfield Rd')",Truckee,"('B3nz53o', ' 5 hours ago')"
2024-06-06 13:39:04,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DJRlaw', ' 33 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '1496 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 16 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '8369 N Lake Blvd  near Bear St')",Kings Beach,"('DataFeed', ' 7 hours ago')"
2024-06-06 13:39:04,6.29,"('Fast Lane', '11991 CA-267 near Brockway Rd')",Truckee,"('DataFeed', ' 23 hours ago')"
2024-06-06 13:39:04,6.29,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 4 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:40:03,3.81,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:40:03,3.83,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:40:03,3.85,"('EZ Trip', '2171 W Shaw Ave & N Crystal Ave')",Fresno - NW,"('willies4036', ' 5 hours ago')"
2024-06-06 13:40:03,3.85,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:40:03,3.91,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:40:03,3.95,"('Fast Stop Mini Mart #2', '3101 S Market St & Grange St')",Redding,"('tjsgas1', ' 1 hour ago')"
2024-06-06 13:40:03,3.95,"('Costco', '4805 Bechelli LN near S Bonnyview Rd')",Redding,"('shastadream', ' 1 hour ago')"
2024-06-06 13:40:03,3.95,"('Patriot', '3440 S Market St near Veda St')",Redding,"('Ixidorim', ' 12 hours ago')"
2024-06-06 13:40:03,3.95,"('EZ Trip Travel Center', '6639 N Parkway Dr & W Herndon Ave')",Fresno - NW,"('Buddy_m2cbctmt', ' 19 hours ago')"
2024-06-06 13:40:03,3.97,"('Sinclair', '1014 E Bullard Ave & N 1st St')",Fresno - NE,"('breannademello', ' 2 hours ago')"
2024-06-06 13:40:03,3.99,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:40:03,3.99,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
