last_updated_price,Price,Station,Area,Thanks
2024-06-06 00:40:43,6.49,"('Chevron', '15838 Paul Negra Rd & W Nees Ave')",Firebaugh,"('Buddy_f0w5bwgv', ' Tue 7:07 PM')"
2024-06-06 00:40:43,6.49,"('Chevron', '1819 Cloverfield Blvd near Michigan Ave')",Santa Monica,"('DataFeed', ' 15 hours ago')"
2024-06-06 00:40:43,6.49,"('Chevron', '2194 Main St & Burton Dr')",Cambria,"('NotreDameCoach', ' 1 hour ago')"
2024-06-06 00:40:43,6.49,"('Shell', '589 Main St & Kent St')",Cambria,"('NotreDameCoach', ' 1 hour ago')"
2024-06-06 00:40:43,6.45,"('76', '1250 Huntington Dr & Buena Vista St')",Duarte,"('jgkurtz81', ' 7 hours ago')"
2024-06-06 00:40:43,6.43,"('Chevron', '2817 Honolulu Ave & La Crescenta Ave')",Verdugo City,"('sclement', ' 15 hours ago')"
2024-06-06 00:40:43,6.40,"('Shell', '598 Bryant St & 4th St')",San Francisco,"('DavisSta', ' 1 hour ago')"
2024-06-06 00:40:43,6.39,"('ARCO', '501 Telegraph Canyon Rd & Halecrest Dr')",Chula Vista,"('#12#_waxbee', ' 7 hours ago')"
2024-06-06 00:40:43,6.39,"('Chevron', '800 5th St & Herold Pkwy')",Gonzales,"('rendahdz', ' 4 hours ago')"
2024-06-06 00:40:43,6.39,"('Chevron', '830 Redwood Dr & Sprowl Creek Rd')",Garberville,"('DataFeed', ' 5 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 03:42:39,3.99,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 11 hours ago')"
2024-06-06 03:42:39,4.11,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('DAVEFMCC', ' 11 hours ago')"
2024-06-06 03:42:39,4.19,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('SilverFoxEZ', ' 6 hours ago')"
2024-06-06 03:42:39,4.23,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('TovarFamily', ' 7 hours ago')"
2024-06-06 03:42:39,4.23,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('DragonQueen007', ' 12 hours ago')"
2024-06-06 03:42:39,4.29,"('Costco', '2270 Clovis Ave & Santa Ana Ave')",Clovis,"('srjsr', ' 7 hours ago')"
2024-06-06 03:42:39,4.29,"('Foxxy Gasoline', '2620 Old 1st St & Junction Ave')",Livermore,"('alvaro_77', ' 1 hour ago')"
2024-06-06 03:42:39,4.29,"('Sinclair', '15757 Paramount Blvd & Alondra Blvd')",Paramount,"('vargasalvarez1', ' 3 hours ago')"
2024-06-06 03:42:39,4.29,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('greycherry', ' 5 hours ago')"
2024-06-06 03:42:39,4.29,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('sandyshelton71', ' 7 hours ago')"
2024-06-06 03:42:39,4.29,"('FUEL UP!', '16090 Arrow Blvd & Citrus Ave')",Fontana,"('buddy_345', ' 9 hours ago')"
2024-06-06 03:42:39,4.29,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 12 hours ago')"
2024-06-06 03:42:39,4.29,"('True Turbo Top Tier Gas', '15313 Merrill Ave & Beech Ave')",Fontana,"('Loveasun', ' 12 hours ago')"
2024-06-06 03:42:39,4.34,"('Costco', '910 S Harbor Blvd & Knepp Ave')",Fullerton,"('Sohan24', ' 9 hours ago')"
2024-06-06 03:42:39,4.35,"('Costco', '7100 N Abby St near E Spruce Ave')",Fresno - North,"('Buddy_2awxkc22', ' 7 hours ago')"
2024-06-06 03:42:39,6.99,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('bigbakey', ' 13 hours ago')"
2024-06-06 03:42:39,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 11 hours ago')"
2024-06-06 03:42:39,6.89,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 9 hours ago')"
2024-06-06 03:42:39,6.69,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 20 hours ago')"
2024-06-06 03:42:39,6.59,"('Beacon', '10009 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 20 hours ago')"
2024-06-06 03:42:39,6.49,"('Chevron', '15838 Paul Negra Rd & W Nees Ave')",Firebaugh,"('Buddy_f0w5bwgv', ' Tue 7:07 PM')"
2024-06-06 03:42:39,6.49,"('Chevron', '1819 Cloverfield Blvd near Michigan Ave')",Santa Monica,"('DataFeed', ' 18 hours ago')"
2024-06-06 03:42:39,6.49,"('Chevron', '2194 Main St & Burton Dr')",Cambria,"('NotreDameCoach', ' 4 hours ago')"
2024-06-06 03:42:39,6.49,"('Shell', '589 Main St & Kent St')",Cambria,"('NotreDameCoach', ' 4 hours ago')"
2024-06-06 03:42:39,6.45,"('76', '1250 Huntington Dr & Buena Vista St')",Duarte,"('jgkurtz81', ' 10 hours ago')"
2024-06-06 03:42:39,6.43,"('Chevron', '2817 Honolulu Ave & La Crescenta Ave')",Verdugo City,"('sclement', ' 18 hours ago')"
2024-06-06 03:42:39,6.40,"('Shell', '598 Bryant St & 4th St')",San Francisco,"('DavisSta', ' 5 hours ago')"
2024-06-06 03:42:39,6.39,"('ARCO', '501 Telegraph Canyon Rd & Halecrest Dr')",Chula Vista,"('#12#_waxbee', ' 10 hours ago')"
2024-06-06 03:42:39,6.39,"('Chevron', '800 5th St & Herold Pkwy')",Gonzales,"('rendahdz', ' 7 hours ago')"
2024-06-06 03:42:39,6.39,"('Chevron', '830 Redwood Dr & Sprowl Creek Rd')",Garberville,"('DataFeed', ' 8 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 11:39:14,3.95,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,3.99,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 19 hours ago')"
2024-06-06 11:39:14,4.09,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,4.19,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('SilverFoxEZ', ' 14 hours ago')"
2024-06-06 11:39:14,4.23,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('Stevie_b36', ' 1 hour ago')"
2024-06-06 11:39:14,4.25,"('Conserv Fuel', '9142 Citrus Ave & Fontana Ave')",Fontana,"('joannalbc89', ' 8 hours ago')"
2024-06-06 11:39:14,4.29,"('Costco', '2270 Clovis Ave & Santa Ana Ave')",Clovis,"('1awesomebowler', ' 4 hours ago')"
2024-06-06 11:39:14,4.29,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,4.29,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,4.29,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,4.29,"('Diamond Gas & Mart', '4904 Southfront Rd & Southfront Ln')",Livermore,"('Gasreportr', ' 1 hour ago')"
2024-06-06 11:39:14,4.29,"('FUEL UP!', '16090 Arrow Blvd & Citrus Ave')",Fontana,"('jaileenejmnz', ' 2 hours ago')"
2024-06-06 11:39:14,4.29,"('True Turbo Top Tier Gas', '15313 Merrill Ave & Beech Ave')",Fontana,"('perlster', ' 4 hours ago')"
2024-06-06 11:39:14,4.29,"('Fuel Mart', '1020 E Shaw Ave & N First St')",Fresno - NE,"('realoneMurph', ' 5 hours ago')"
2024-06-06 11:39:14,4.29,"('Foxxy Gasoline', '2620 Old 1st St & Junction Ave')",Livermore,"('alvaro_77', ' 9 hours ago')"
2024-06-06 11:39:14,7.39,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 4 hours ago')"
2024-06-06 11:39:14,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 19 hours ago')"
2024-06-06 11:39:14,6.99,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,6.89,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 6 hours ago')"
2024-06-06 11:39:14,6.69,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,6.59,"('Beacon', '10009 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 28 hours ago')"
2024-06-06 11:39:14,6.49,"('Chevron', '2194 Main St & Burton Dr')",Cambria,"('NotreDameCoach', ' 12 hours ago')"
2024-06-06 11:39:14,6.49,"('Shell', '589 Main St & Kent St')",Cambria,"('NotreDameCoach', ' 12 hours ago')"
2024-06-06 11:39:14,6.49,"('Chevron', '1819 Cloverfield Blvd near Michigan Ave')",Santa Monica,"('kckaren222', ' 6 hours ago')"
2024-06-06 11:39:14,6.43,"('Chevron', '2817 Honolulu Ave & La Crescenta Ave')",Verdugo City,"('sclement', ' 26 hours ago')"
2024-06-06 11:39:14,6.40,"('Shell', '598 Bryant St & 4th St')",San Francisco,"('FogCitySpotter', ' 9 hours ago')"
2024-06-06 11:39:14,6.39,"('ARCO', '501 Telegraph Canyon Rd & Halecrest Dr')",Chula Vista,"('cjdrake82', ' 6 hours ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 6 hours ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '3651 Lake Tahoe Blvd & Ski Run Blvd')",South Lake Tahoe,"('hooter', ' 4 hours ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '800 5th St & Herold Pkwy')",Gonzales,"('rendahdz', ' 3 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:36:19,3.95,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:36:19,3.99,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:36:19,4.09,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:36:19,4.19,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:36:19,4.23,"('Conserv Fuel', '9142 Citrus Ave & Fontana Ave')",Fontana,"('wlcrazyhorse', ' 1 hour ago')"
2024-06-06 13:36:19,4.23,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:36:19,4.29,"('Costco', '2270 Clovis Ave & Santa Ana Ave')",Clovis,"('KOGRIFF', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('Fuel Mart', '1020 E Shaw Ave & N First St')",Fresno - NE,"('benjaminfresno', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('True Turbo Top Tier Gas', '15313 Merrill Ave & Beech Ave')",Fontana,"('Jruiz1313', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('Diamond Gas & Mart', '4904 Southfront Rd & Southfront Ln')",Livermore,"('Gasreportr', ' 4 hours ago')"
2024-06-06 13:36:19,4.29,"('FUEL UP!', '16090 Arrow Blvd & Citrus Ave')",Fontana,"('jaileenejmnz', ' 4 hours ago')"
2024-06-06 13:36:19,4.29,"('Foxxy Gasoline', '2620 Old 1st St & Junction Ave')",Livermore,"('alvaro_77', ' 11 hours ago')"
2024-06-06 13:36:19,7.39,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:36:19,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:36:19,6.99,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:36:19,6.89,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 1 hour ago')"
2024-06-06 13:36:19,6.69,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:36:19,6.59,"('Beacon', '10009 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 30 hours ago')"
2024-06-06 13:36:19,6.49,"('Chevron', '2194 Main St & Burton Dr')",Cambria,"('NotreDameCoach', ' 14 hours ago')"
2024-06-06 13:36:19,6.49,"('Shell', '589 Main St & Kent St')",Cambria,"('NotreDameCoach', ' 14 hours ago')"
2024-06-06 13:36:19,6.49,"('Chevron', '1819 Cloverfield Blvd near Michigan Ave')",Santa Monica,"('kckaren222', ' 7 hours ago')"
2024-06-06 13:36:19,6.43,"('Chevron', '2817 Honolulu Ave & La Crescenta Ave')",Verdugo City,"('sclement', ' 28 hours ago')"
2024-06-06 13:36:19,6.40,"('Shell', '598 Bryant St & 4th St')",San Francisco,"('gypsyseoul', ' 1 hour ago')"
2024-06-06 13:36:19,6.39,"('ARCO', '501 Telegraph Canyon Rd & Halecrest Dr')",Chula Vista,"('cjdrake82', ' 8 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '3651 Lake Tahoe Blvd & Ski Run Blvd')",South Lake Tahoe,"('hooter', ' 6 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '800 5th St & Herold Pkwy')",Gonzales,"('rendahdz', ' 5 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 1 hour ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:38:07,3.95,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:38:07,3.99,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:38:07,4.09,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:38:07,4.19,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:38:07,4.23,"('Conserv Fuel', '9142 Citrus Ave & Fontana Ave')",Fontana,"('wlcrazyhorse', ' 1 hour ago')"
2024-06-06 13:38:07,4.23,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:38:07,4.29,"('Costco', '2270 Clovis Ave & Santa Ana Ave')",Clovis,"('KOGRIFF', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('Fuel Mart', '1020 E Shaw Ave & N First St')",Fresno - NE,"('benjaminfresno', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('True Turbo Top Tier Gas', '15313 Merrill Ave & Beech Ave')",Fontana,"('Jruiz1313', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('Diamond Gas & Mart', '4904 Southfront Rd & Southfront Ln')",Livermore,"('Gasreportr', ' 4 hours ago')"
2024-06-06 13:38:07,4.29,"('FUEL UP!', '16090 Arrow Blvd & Citrus Ave')",Fontana,"('jaileenejmnz', ' 4 hours ago')"
2024-06-06 13:38:07,4.29,"('Foxxy Gasoline', '2620 Old 1st St & Junction Ave')",Livermore,"('alvaro_77', ' 11 hours ago')"
2024-06-06 13:38:07,7.39,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:38:07,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:38:07,6.99,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:38:07,6.89,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 2 hours ago')"
2024-06-06 13:38:07,6.69,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:38:07,6.59,"('Beacon', '10009 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 30 hours ago')"
2024-06-06 13:38:07,6.49,"('Chevron', '2194 Main St & Burton Dr')",Cambria,"('NotreDameCoach', ' 14 hours ago')"
2024-06-06 13:38:07,6.49,"('Shell', '589 Main St & Kent St')",Cambria,"('NotreDameCoach', ' 14 hours ago')"
2024-06-06 13:38:07,6.49,"('Chevron', '1819 Cloverfield Blvd near Michigan Ave')",Santa Monica,"('kckaren222', ' 7 hours ago')"
2024-06-06 13:38:07,6.43,"('Chevron', '2817 Honolulu Ave & La Crescenta Ave')",Verdugo City,"('sclement', ' 28 hours ago')"
2024-06-06 13:38:07,6.40,"('Shell', '598 Bryant St & 4th St')",San Francisco,"('gypsyseoul', ' 1 hour ago')"
2024-06-06 13:38:07,6.39,"('ARCO', '501 Telegraph Canyon Rd & Halecrest Dr')",Chula Vista,"('cjdrake82', ' 8 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '3651 Lake Tahoe Blvd & Ski Run Blvd')",South Lake Tahoe,"('hooter', ' 6 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '800 5th St & Herold Pkwy')",Gonzales,"('rendahdz', ' 5 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 1 hour ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:39:04,3.95,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:39:04,3.99,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:39:04,4.09,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:39:04,4.19,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:39:04,4.23,"('Conserv Fuel', '9142 Citrus Ave & Fontana Ave')",Fontana,"('wlcrazyhorse', ' 1 hour ago')"
2024-06-06 13:39:04,4.23,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:39:04,4.29,"('Costco', '2270 Clovis Ave & Santa Ana Ave')",Clovis,"('KOGRIFF', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('Fuel Mart', '1020 E Shaw Ave & N First St')",Fresno - NE,"('benjaminfresno', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('True Turbo Top Tier Gas', '15313 Merrill Ave & Beech Ave')",Fontana,"('Jruiz1313', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('Diamond Gas & Mart', '4904 Southfront Rd & Southfront Ln')",Livermore,"('Gasreportr', ' 4 hours ago')"
2024-06-06 13:39:04,4.29,"('FUEL UP!', '16090 Arrow Blvd & Citrus Ave')",Fontana,"('jaileenejmnz', ' 4 hours ago')"
2024-06-06 13:39:04,4.29,"('Foxxy Gasoline', '2620 Old 1st St & Junction Ave')",Livermore,"('alvaro_77', ' 11 hours ago')"
2024-06-06 13:39:04,7.39,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:39:04,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:39:04,6.99,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:39:04,6.89,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 2 hours ago')"
2024-06-06 13:39:04,6.69,"('76', '10041 Donner Pass Rd & Bridge St')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:39:04,6.59,"('Beacon', '10009 Donner Pass Rd & Bridge St')",Truckee,"('GrHp', ' 30 hours ago')"
2024-06-06 13:39:04,6.49,"('Chevron', '2194 Main St & Burton Dr')",Cambria,"('NotreDameCoach', ' 14 hours ago')"
2024-06-06 13:39:04,6.49,"('Shell', '589 Main St & Kent St')",Cambria,"('NotreDameCoach', ' 14 hours ago')"
2024-06-06 13:39:04,6.49,"('Chevron', '1819 Cloverfield Blvd near Michigan Ave')",Santa Monica,"('kckaren222', ' 8 hours ago')"
2024-06-06 13:39:04,6.43,"('Chevron', '2817 Honolulu Ave & La Crescenta Ave')",Verdugo City,"('sclement', ' 28 hours ago')"
2024-06-06 13:39:04,6.40,"('Shell', '598 Bryant St & 4th St')",San Francisco,"('gypsyseoul', ' 1 hour ago')"
2024-06-06 13:39:04,6.39,"('ARCO', '501 Telegraph Canyon Rd & Halecrest Dr')",Chula Vista,"('cjdrake82', ' 8 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '3651 Lake Tahoe Blvd & Ski Run Blvd')",South Lake Tahoe,"('hooter', ' 6 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '800 5th St & Herold Pkwy')",Gonzales,"('rendahdz', ' 5 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 1 hour ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:40:03,3.95,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:40:03,3.99,"('Valero', '122 W Hermosa St & N Elmwood Ave')",Lindsay,"('DAVEFMCC', ' 21 hours ago')"
2024-06-06 13:40:03,4.09,"('Fastrip', '1687 CA-99 & Spruce St')",Gridley,"('Owner', ' 3 hours ago')"
2024-06-06 13:40:03,4.19,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:40:03,4.23,"('Conserv Fuel', '9142 Citrus Ave & Fontana Ave')",Fontana,"('wlcrazyhorse', ' 1 hour ago')"
2024-06-06 13:40:03,4.23,"('American Gas', '9111 Citrus Ave & Fontana Ave')",Fontana,"('thuhone', ' 2 hours ago')"
2024-06-06 13:40:03,4.29,"('Costco', '2270 Clovis Ave & Santa Ana Ave')",Clovis,"('KOGRIFF', ' 1 hour ago')"
2024-06-06 13:40:03,4.29,"('FUEL UP!', '1124 E Chapman Ave & Raymond Ave')",Fullerton,"('Owner', ' 1 hour ago')"
2024-06-06 13:40:03,4.29,"('Fuel UP!', '4994 E Ashlan Ave & Willow Ave')",Fresno - NE,"('Owner', ' 1 hour ago')"
2024-06-06 13:40:03,4.29,"('FUEL UP!', '1021 E Shaw Ave & N First St')",Fresno - NE,"('Owner', ' 1 hour ago')"
