last_updated_price,Price,Station,Area,Thanks
2024-06-06 03:42:39,6.29,"('76', '15171 Los Gatos Blvd & Lark Ave')",Los Gatos,"('raptorsvt', ' 7 hours ago')"
2024-06-06 03:42:39,6.29,"('Chevron', '2194 Main St & Burton Dr')",Cambria,"('NotreDameCoach', ' 4 hours ago')"
2024-06-06 03:42:39,6.29,"('Shell', '589 Main St & Kent St')",Cambria,"('NotreDameCoach', ' 4 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 11:39:14,3.79,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,3.95,"('Wintun Mini Market', '3790 State Hwy 45')",Colusa,"('Buddy_370tu4ew', ' 7 hours ago')"
2024-06-06 11:39:14,3.99,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('SilverFoxEZ', ' 14 hours ago')"
2024-06-06 11:39:14,4.09,"('Berry Creek Rancheria RV Park', '3900 Olive Hwy near Tyme Way')",Oroville,"('Buddy_d9udrn69', ' 29 hours ago')"
2024-06-06 11:39:14,4.13,"('Roadrunner Express', '2214 Lake Park Dr near Soboba Rd')",San Jacinto,"('Ed19481948', ' 3 hours ago')"
2024-06-06 11:39:14,4.15,"('Costco', '26610 Ynez Rd & Promenade Mall S')",Temecula,"('Buhlaka', ' 7 hours ago')"
2024-06-06 11:39:14,4.19,"('Gulf', '72275 E Ramon Rd & Varner Rd')",Thousand Palms,"('Lasmogstar', ' 4 hours ago')"
2024-06-06 11:39:14,4.23,"('Rialto Travel Center', '3610 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,4.25,"('ARCO', '3368 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('SurveyX', ' 19 hours ago')"
2024-06-06 11:39:14,4.29,"('Delhi 5 Star', '15406 August Ave & Stephens St')",Delhi,"('Buddy_gcdvme3y', ' 1 hour ago')"
2024-06-06 11:39:14,4.29,"('Chevron', '72276 E Ramon Rd & Varner Rd')",Thousand Palms,"('Lasmogstar', ' 4 hours ago')"
2024-06-06 11:39:14,4.29,"('Rolling Hills Travel Center', '2635 Everett Freeman Way near Liberal Ave')",Corning,"('mlamberts', ' 4 hours ago')"
2024-06-06 11:39:14,4.29,"('Morongo Travel Center', '49020 Seminole Dr & Apache Tr')",Cabazon,"('nikeair11', ' 5 hours ago')"
2024-06-06 11:39:14,4.29,"('Valero', '72360 E Ramon Rd & Date Gardens Dr')",Thousand Palms,"('DesertRat2011', ' 5 hours ago')"
2024-06-06 11:39:14,4.29,"('76', '1944 N Alder Ave near Renaissance Pkwy')",Rialto,"('Reno88', ' 8 hours ago')"
2024-06-06 11:39:14,7.19,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 4 hours ago')"
2024-06-06 11:39:14,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 19 hours ago')"
2024-06-06 11:39:14,6.89,"('Mobil', '5560 Van Nuys Blvd & Burbank Blvd')",Sherman Oaks,"('gassed-out', ' 3 hours ago')"
2024-06-06 11:39:14,6.79,"('Chevron', '25635 Crucero Rd & Ludlow Rd')",Ludlow,"('DataFeed', ' 3 hours ago')"
2024-06-06 11:39:14,6.69,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 6 hours ago')"
2024-06-06 11:39:14,6.59,"('Chevron', '2890 Lenwood Rd & Serrano Ave')",Barstow,"('katgas50', ' 23 hours ago')"
2024-06-06 11:39:14,6.59,"('Chevron', '12860 Riverside Dr & Coldwater Canyon Ave')",North Hollywood,"('princekero2003', ' 5 hours ago')"
2024-06-06 11:39:14,6.55,"('VP Racing Fuels', '17595 Grand Ave & Blackwell Blvd')",Lakeland Village,"('littleandee1996', ' 1 hour ago')"
2024-06-06 11:39:14,6.44,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 6 hours ago')"
2024-06-06 11:39:14,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 23 hours ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '3991 E Commerce Way & Arena Blvd')",Sacramento,"('JVMathews', ' 1 hour ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 1 hour ago')"
2024-06-06 11:39:14,6.39,"('Chevron', '26990 Hesperian Blvd & Aldengate Way')",Hayward,"('fws2k3', ' 1 hour ago')"
2024-06-06 11:39:14,6.34,"('Valero', '9300 Chantry Hill Rd & Newcastle Rd')",Newcastle,"('roadking1951', ' 32 hours ago')"
2024-06-06 11:39:14,6.29,"('76', '15171 Los Gatos Blvd & Lark Ave')",Los Gatos,"('Brillig33', ' 3 hours ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:36:19,3.79,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:36:19,3.95,"('Wintun Mini Market', '3790 State Hwy 45')",Colusa,"('sch7844', ' 2 hours ago')"
2024-06-06 13:36:19,4.09,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:36:19,4.09,"('Berry Creek Rancheria RV Park', '3900 Olive Hwy near Tyme Way')",Oroville,"('Buddy_d9udrn69', ' 31 hours ago')"
2024-06-06 13:36:19,4.13,"('Roadrunner Express', '2214 Lake Park Dr near Soboba Rd')",San Jacinto,"('Ed19481948', ' 5 hours ago')"
2024-06-06 13:36:19,4.15,"('Costco', '26610 Ynez Rd & Promenade Mall S')",Temecula,"('Buhlaka', ' 9 hours ago')"
2024-06-06 13:36:19,4.19,"('Gulf', '72275 E Ramon Rd & Varner Rd')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:36:19,4.23,"('Rialto Travel Center', '3610 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('Owner', ' 4 hours ago')"
2024-06-06 13:36:19,4.25,"('ARCO', '3368 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('SurveyX', ' 21 hours ago')"
2024-06-06 13:36:19,4.29,"('Chevron', '72276 E Ramon Rd & Varner Rd')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('Valero', '72360 E Ramon Rd & Date Gardens Dr')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:36:19,4.29,"('Delhi 5 Star', '15406 August Ave & Stephens St')",Delhi,"('Buddy_gcdvme3y', ' 4 hours ago')"
2024-06-06 13:36:19,4.29,"('Rolling Hills Travel Center', '2635 Everett Freeman Way near Liberal Ave')",Corning,"('mlamberts', ' 6 hours ago')"
2024-06-06 13:36:19,4.29,"('Morongo Travel Center', '49020 Seminole Dr & Apache Tr')",Cabazon,"('nikeair11', ' 6 hours ago')"
2024-06-06 13:36:19,4.29,"('76', '1944 N Alder Ave near Renaissance Pkwy')",Rialto,"('Reno88', ' 10 hours ago')"
2024-06-06 13:36:19,7.19,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:36:19,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:36:19,6.89,"('Mobil', '5560 Van Nuys Blvd & Burbank Blvd')",Sherman Oaks,"('gassed-out', ' 5 hours ago')"
2024-06-06 13:36:19,6.79,"('Chevron', '25635 Crucero Rd & Ludlow Rd')",Ludlow,"('DataFeed', ' 5 hours ago')"
2024-06-06 13:36:19,6.69,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 8 hours ago')"
2024-06-06 13:36:19,6.59,"('Chevron', '2890 Lenwood Rd & Serrano Ave')",Barstow,"('katgas50', ' 25 hours ago')"
2024-06-06 13:36:19,6.59,"('Chevron', '12860 Riverside Dr & Coldwater Canyon Ave')",North Hollywood,"('princekero2003', ' 7 hours ago')"
2024-06-06 13:36:19,6.55,"('VP Racing Fuels', '17595 Grand Ave & Blackwell Blvd')",Lakeland Village,"('littleandee1996', ' 4 hours ago')"
2024-06-06 13:36:19,6.44,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 1 hour ago')"
2024-06-06 13:36:19,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 25 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '3991 E Commerce Way & Arena Blvd')",Sacramento,"('JVMathews', ' 4 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:36:19,6.39,"('Chevron', '26990 Hesperian Blvd & Aldengate Way')",Hayward,"('fws2k3', ' 3 hours ago')"
2024-06-06 13:36:19,6.29,"('76', '15171 Los Gatos Blvd & Lark Ave')",Los Gatos,"('Brillig33', ' 5 hours ago')"
2024-06-06 13:36:19,6.29,"('Shell', '2699 Shell Beach Rd & Spyglass Dr')",Pismo Beach,"('speed3chris', ' 1 hour ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:38:07,3.79,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:38:07,3.95,"('Wintun Mini Market', '3790 State Hwy 45')",Colusa,"('sch7844', ' 2 hours ago')"
2024-06-06 13:38:07,4.09,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:38:07,4.09,"('Berry Creek Rancheria RV Park', '3900 Olive Hwy near Tyme Way')",Oroville,"('Buddy_d9udrn69', ' 31 hours ago')"
2024-06-06 13:38:07,4.13,"('Roadrunner Express', '2214 Lake Park Dr near Soboba Rd')",San Jacinto,"('Ed19481948', ' 5 hours ago')"
2024-06-06 13:38:07,4.15,"('Costco', '26610 Ynez Rd & Promenade Mall S')",Temecula,"('Buhlaka', ' 9 hours ago')"
2024-06-06 13:38:07,4.19,"('Gulf', '72275 E Ramon Rd & Varner Rd')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:38:07,4.23,"('Rialto Travel Center', '3610 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('Owner', ' 4 hours ago')"
2024-06-06 13:38:07,4.25,"('ARCO', '3368 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('SurveyX', ' 21 hours ago')"
2024-06-06 13:38:07,4.29,"('Chevron', '72276 E Ramon Rd & Varner Rd')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('Valero', '72360 E Ramon Rd & Date Gardens Dr')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:38:07,4.29,"('Delhi 5 Star', '15406 August Ave & Stephens St')",Delhi,"('Buddy_gcdvme3y', ' 4 hours ago')"
2024-06-06 13:38:07,4.29,"('Rolling Hills Travel Center', '2635 Everett Freeman Way near Liberal Ave')",Corning,"('mlamberts', ' 6 hours ago')"
2024-06-06 13:38:07,4.29,"('Morongo Travel Center', '49020 Seminole Dr & Apache Tr')",Cabazon,"('nikeair11', ' 7 hours ago')"
2024-06-06 13:38:07,4.29,"('76', '1944 N Alder Ave near Renaissance Pkwy')",Rialto,"('Reno88', ' 10 hours ago')"
2024-06-06 13:38:07,7.19,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:38:07,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:38:07,6.89,"('Mobil', '5560 Van Nuys Blvd & Burbank Blvd')",Sherman Oaks,"('gassed-out', ' 5 hours ago')"
2024-06-06 13:38:07,6.79,"('Chevron', '25635 Crucero Rd & Ludlow Rd')",Ludlow,"('DataFeed', ' 5 hours ago')"
2024-06-06 13:38:07,6.69,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 8 hours ago')"
2024-06-06 13:38:07,6.59,"('Chevron', '2890 Lenwood Rd & Serrano Ave')",Barstow,"('katgas50', ' 25 hours ago')"
2024-06-06 13:38:07,6.59,"('Chevron', '12860 Riverside Dr & Coldwater Canyon Ave')",North Hollywood,"('princekero2003', ' 7 hours ago')"
2024-06-06 13:38:07,6.55,"('VP Racing Fuels', '17595 Grand Ave & Blackwell Blvd')",Lakeland Village,"('littleandee1996', ' 4 hours ago')"
2024-06-06 13:38:07,6.44,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 2 hours ago')"
2024-06-06 13:38:07,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 25 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '3991 E Commerce Way & Arena Blvd')",Sacramento,"('JVMathews', ' 4 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:38:07,6.39,"('Chevron', '26990 Hesperian Blvd & Aldengate Way')",Hayward,"('fws2k3', ' 3 hours ago')"
2024-06-06 13:38:07,6.29,"('76', '15171 Los Gatos Blvd & Lark Ave')",Los Gatos,"('Brillig33', ' 5 hours ago')"
2024-06-06 13:38:07,6.29,"('Shell', '2699 Shell Beach Rd & Spyglass Dr')",Pismo Beach,"('speed3chris', ' 1 hour ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:39:04,3.79,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:39:04,3.95,"('Wintun Mini Market', '3790 State Hwy 45')",Colusa,"('sch7844', ' 2 hours ago')"
2024-06-06 13:39:04,4.09,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:39:04,4.09,"('Berry Creek Rancheria RV Park', '3900 Olive Hwy near Tyme Way')",Oroville,"('Buddy_d9udrn69', ' 31 hours ago')"
2024-06-06 13:39:04,4.13,"('Roadrunner Express', '2214 Lake Park Dr near Soboba Rd')",San Jacinto,"('Ed19481948', ' 5 hours ago')"
2024-06-06 13:39:04,4.15,"('Costco', '26610 Ynez Rd & Promenade Mall S')",Temecula,"('Buhlaka', ' 9 hours ago')"
2024-06-06 13:39:04,4.19,"('Gulf', '72275 E Ramon Rd & Varner Rd')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:39:04,4.23,"('Rialto Travel Center', '3610 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('Owner', ' 4 hours ago')"
2024-06-06 13:39:04,4.25,"('ARCO', '3368 S Riverside Ave & Agua Mansa Rd')",Bloomington,"('SurveyX', ' 21 hours ago')"
2024-06-06 13:39:04,4.29,"('Chevron', '72276 E Ramon Rd & Varner Rd')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('Valero', '72360 E Ramon Rd & Date Gardens Dr')",Thousand Palms,"('DesertRat2011', ' 1 hour ago')"
2024-06-06 13:39:04,4.29,"('Delhi 5 Star', '15406 August Ave & Stephens St')",Delhi,"('Buddy_gcdvme3y', ' 4 hours ago')"
2024-06-06 13:39:04,4.29,"('Rolling Hills Travel Center', '2635 Everett Freeman Way near Liberal Ave')",Corning,"('mlamberts', ' 6 hours ago')"
2024-06-06 13:39:04,4.29,"('Morongo Travel Center', '49020 Seminole Dr & Apache Tr')",Cabazon,"('nikeair11', ' 7 hours ago')"
2024-06-06 13:39:04,4.29,"('76', '1944 N Alder Ave near Renaissance Pkwy')",Rialto,"('Reno88', ' 10 hours ago')"
2024-06-06 13:39:04,7.19,"('Shell', '453 Main St & Twin Lakes Rd')",Bridgeport,"('Nyle_KTM', ' 6 hours ago')"
2024-06-06 13:39:04,6.99,"('Chevron', '200 CA-62 & US-95')",Vidal Junction,"('Goetzome', ' 21 hours ago')"
2024-06-06 13:39:04,6.89,"('Mobil', '5560 Van Nuys Blvd & Burbank Blvd')",Sherman Oaks,"('gassed-out', ' 5 hours ago')"
2024-06-06 13:39:04,6.79,"('Chevron', '25635 Crucero Rd & Ludlow Rd')",Ludlow,"('DataFeed', ' 5 hours ago')"
2024-06-06 13:39:04,6.69,"('Chevron', '340 Five Cities Dr & A Ave')",Pismo Beach,"('speed3chris', ' 8 hours ago')"
2024-06-06 13:39:04,6.59,"('Chevron', '2890 Lenwood Rd & Serrano Ave')",Barstow,"('katgas50', ' 25 hours ago')"
2024-06-06 13:39:04,6.59,"('Chevron', '12860 Riverside Dr & Coldwater Canyon Ave')",North Hollywood,"('princekero2003', ' 7 hours ago')"
2024-06-06 13:39:04,6.55,"('VP Racing Fuels', '17595 Grand Ave & Blackwell Blvd')",Lakeland Village,"('littleandee1996', ' 4 hours ago')"
2024-06-06 13:39:04,6.44,"('Mobil', '22 Vista Point Dr & Tioga Pass Rd')",Lee Vining,"('tioga1', ' 2 hours ago')"
2024-06-06 13:39:04,6.39,"('Shell', '1494 Carrizo Gorge Rd & I-8')",Jacumba,"('DataFeed', ' 25 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '3991 E Commerce Way & Arena Blvd')",Sacramento,"('JVMathews', ' 4 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '12353 Deerfield Dr & Coldstream Rd')",Truckee,"('Owner', ' 4 hours ago')"
2024-06-06 13:39:04,6.39,"('Chevron', '26990 Hesperian Blvd & Aldengate Way')",Hayward,"('fws2k3', ' 3 hours ago')"
2024-06-06 13:39:04,6.29,"('76', '15171 Los Gatos Blvd & Lark Ave')",Los Gatos,"('Brillig33', ' 5 hours ago')"
2024-06-06 13:39:04,6.29,"('Shell', '2699 Shell Beach Rd & Spyglass Dr')",Pismo Beach,"('speed3chris', ' 1 hour ago')"
last_updated_price,Price,Station,Area,Thanks
2024-06-06 13:40:03,3.79,"('Fastrip', '195 W Hermosa St & N Sweetbriar Ave')",Lindsay,"('Owner', ' 3 hours ago')"
2024-06-06 13:40:03,3.95,"('Wintun Mini Market', '3790 State Hwy 45')",Colusa,"('sch7844', ' 2 hours ago')"
2024-06-06 13:40:03,4.09,"('Feather Falls Mini Mart', '6032 Lower Wyandotte Rd & Pano Ln')",Oroville,"('rvolmer2', ' 1 hour ago')"
2024-06-06 13:40:03,4.09,"('Berry Creek Rancheria RV Park', '3900 Olive Hwy near Tyme Way')",Oroville,"('Buddy_d9udrn69', ' 31 hours ago')"
2024-06-06 13:40:03,4.13,"('Roadrunner Express', '2214 Lake Park Dr near Soboba Rd')",San Jacinto,"('Ed19481948', ' 5 hours ago')"
